County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
Santa Barbara_ 2022 Q4 Court,1717,Santa Barbara, 2022 Q4 Court,597,161,100,218,20,28,185,29,16,16,Santa Barbara,Joyce Dudley,0,0,NA,0,1,,366,27.32240437,59.56284153,7.650273224,5.464480874
Santa Barbara_ 2023 Q1 Court,1718,Santa Barbara, 2023 Q1 Court,571,128,102,222,15,14,222,45,16,26,Santa Barbara,John Savrnoch,1,NA,NA,NA,0,,353,28.89518414,62.88951841,3.966005666,4.249291785
Santa Clara_ 2013 Q1 Court,1719,Santa Clara, 2013 Q1 Court,2145,497,241,941,128,68,NA,37,169,NA,Santa Clara,Jeff Rosen,1,1,1,0,0,,1378,17.48911466,68.287373,4.934687954,9.288824383
Santa Clara_ 2013 Q2 Court,1720,Santa Clara, 2013 Q2 Court,2443,496,275,959,64,125,NA,50,158,NA,Santa Clara,Jeff Rosen,1,1,1,0,0,,1423,19.32536894,67.39283204,8.784258609,4.497540408
Santa Clara_ 2013 Q3 Court,1721,Santa Clara, 2013 Q3 Court,2330,573,247,1038,64,106,NA,50,144,23,Santa Clara,Jeff Rosen,1,1,1,0,0,,1455,16.97594502,71.34020619,7.285223368,4.39862543
Santa Clara_ 2013 Q4 Court,1722,Santa Clara, 2013 Q4 Court,2187,496,274,1061,86,110,723,41,116,42,Santa Clara,Jeff Rosen,1,1,1,0,0,,1531,17.89679948,69.30111039,7.184846506,5.617243632
Santa Clara_ 2014 Q1 Court,1723,Santa Clara, 2014 Q1 Court,2488,512,321,1056,84,119,803,59,103,62,Santa Clara,Jeff Rosen,1,1,1,0,0,,1580,20.3164557,66.83544304,7.53164557,5.316455696
Santa Clara_ 2014 Q2 Court,1724,Santa Clara, 2014 Q2 Court,2606,605,336,1174,99,119,874,67,129,56,Santa Clara,Jeff Rosen,1,1,1,0,0,,1728,19.44444444,67.93981481,6.886574074,5.729166667
Santa Clara_ 2014 Q3 Court,1725,Santa Clara, 2014 Q3 Court,2642,763,256,1066,79,122,854,73,110,51,Santa Clara,Jeff Rosen,1,1,1,0,1,,1523,16.80892974,69.99343401,8.010505581,5.187130663
Santa Clara_ 2014 Q4 Court,1726,Santa Clara, 2014 Q4 Court,1956,653,232,722,40,60,743,77,117,46,Santa Clara,Jeff Rosen,1,1,1,0,1,,1054,22.0113852,68.50094877,5.69259962,3.795066414
Santa Clara_ 2015 Q1 Court,1727,Santa Clara, 2015 Q1 Court,1670,603,224,663,85,80,514,82,119,38,Santa Clara,Jeff Rosen,1,1,1,0,0,,1052,21.29277567,63.02281369,7.604562738,8.079847909
Santa Clara_ 2015 Q2 Court,1728,Santa Clara, 2015 Q2 Court,1825,594,279,699,52,104,374,86,132,39,Santa Clara,Jeff Rosen,1,1,1,0,0,,1134,24.6031746,61.64021164,9.171075838,4.585537919
Santa Clara_ 2015 Q3 Court,1729,Santa Clara, 2015 Q3 Court,1835,542,284,617,69,67,335,80,144,47,Santa Clara,Jeff Rosen,1,1,1,0,0,,1037,27.38669238,59.49855352,6.460945034,6.653809065
Santa Clara_ 2015 Q4 Court,1730,Santa Clara, 2015 Q4 Court,1642,454,254,615,49,70,245,84,109,31,Santa Clara,Jeff Rosen,1,1,1,0,0,,988,25.70850202,62.24696356,7.085020243,4.95951417
Santa Clara_ 2016 Q1 Court,1731,Santa Clara, 2016 Q1 Court,1820,448,244,654,62,99,229,79,145,32,Santa Clara,Jeff Rosen,1,1,1,0,0,,1059,23.04060434,61.75637394,9.348441926,5.854579792
Santa Clara_ 2016 Q2 Court,1732,Santa Clara, 2016 Q2 Court,1845,425,263,711,61,98,321,70,148,39,Santa Clara,Jeff Rosen,1,1,1,0,0,,1133,23.21270962,62.7537511,8.649602824,5.383936452
Santa Clara_ 2016 Q3 Court,1733,Santa Clara, 2016 Q3 Court,1677,465,282,702,40,111,202,81,119,38,Santa Clara,Jeff Rosen,1,1,1,0,0,,1135,24.84581498,61.85022026,9.779735683,3.524229075
Santa Clara_ 2016 Q4 Court,1734,Santa Clara, 2016 Q4 Court,1548,414,276,679,51,95,214,82,126,47,Santa Clara,Jeff Rosen,1,1,1,0,0,,1101,25.06811989,61.67120799,8.628519528,4.632152589
Santa Clara_ 2017 Q1 Court,1735,Santa Clara, 2017 Q1 Court,1874,488,330,670,47,80,468,95,173,54,Santa Clara,Jeff Rosen,1,1,1,0,0,,1127,29.28127773,59.4498669,7.098491571,4.170363798
Santa Clara_ 2017 Q2 Court,1736,Santa Clara, 2017 Q2 Court,1759,515,314,685,55,65,484,86,179,51,Santa Clara,Jeff Rosen,1,1,1,0,0,,1119,28.06076854,61.21537087,5.808757819,4.91510277
Santa Clara_ 2017 Q3 Court,1737,Santa Clara, 2017 Q3 Court,1667,449,314,655,65,63,489,101,169,77,Santa Clara,Jeff Rosen,1,1,1,0,0,,1097,28.62351869,59.70829535,5.742935278,5.925250684
Santa Clara_ 2017 Q4 Court,1738,Santa Clara, 2017 Q4 Court,1647,382,217,594,53,48,447,64,140,77,Santa Clara,Jeff Rosen,1,1,1,0,0,,912,23.79385965,65.13157895,5.263157895,5.811403509
Santa Clara_ 2018 Q1 Court,1739,Santa Clara, 2018 Q1 Court,1695,421,294,614,65,68,481,82,178,78,Santa Clara,Jeff Rosen,1,1,1,0,0,,1041,28.24207493,58.98174832,6.532180596,6.243996158
Santa Clara_ 2018 Q2 Court,1740,Santa Clara, 2018 Q2 Court,1783,492,270,618,60,56,492,81,211,72,Santa Clara,Jeff Rosen,1,1,1,0,0,,1004,26.89243028,61.55378486,5.577689243,5.976095618
Santa Clara_ 2018 Q3 Court,1741,Santa Clara, 2018 Q3 Court,0,480,231,611,81,56,469,73,210,48,Santa Clara,Jeff Rosen,1,1,1,0,1,,979,23.59550562,62.41062308,5.720122574,8.273748723
Santa Clara_ 2018 Q4 Court,1742,Santa Clara, 2018 Q4 Court,1075,426,209,494,46,47,448,55,159,57,Santa Clara,Jeff Rosen,1,1,1,0,1,,796,26.25628141,62.06030151,5.904522613,5.778894472
Santa Clara_ 2019 Q1 Court,1743,Santa Clara, 2019 Q1 Court,1766,426,285,613,65,65,537,62,172,46,Santa Clara,Jeff Rosen,1,1,1,1,0,,1028,27.72373541,59.63035019,6.322957198,6.322957198
Santa Clara_ 2019 Q2 Court,1744,Santa Clara, 2019 Q2 Court,1986,474,265,533,71,56,525,84,178,76,Santa Clara,Jeff Rosen,1,1,1,1,0,,925,28.64864865,57.62162162,6.054054054,7.675675676
Santa Clara_ 2019 Q3 Court,1745,Santa Clara, 2019 Q3 Court,1882,450,234,530,77,50,486,76,211,75,Santa Clara,Jeff Rosen,1,1,1,1,0,,891,26.26262626,59.48372615,5.611672278,8.641975309
Santa Clara_ 2019 Q4 Court,1746,Santa Clara, 2019 Q4 Court,1918,390,192,558,95,42,432,50,208,74,Santa Clara,Jeff Rosen,1,1,1,1,0,,887,21.64599775,62.90868095,4.735062007,10.7102593
Santa Clara_ 2020 Q1 Court,1747,Santa Clara, 2020 Q1 Court,1668,354,213,515,57,58,444,40,151,50,Santa Clara,Jeff Rosen,1,1,1,1,0,,843,25.26690391,61.09134045,6.880189798,6.761565836
Santa Clara_ 2020 Q2 Court,1748,Santa Clara, 2020 Q2 Court,1507,19,25,100,12,18,113,21,78,21,Santa Clara,Jeff Rosen,1,1,1,1,0,,155,16.12903226,64.51612903,11.61290323,7.741935484
Santa Clara_ 2020 Q3 Court,1749,Santa Clara, 2020 Q3 Court,1506,264,115,268,22,24,186,37,169,32,Santa Clara,Jeff Rosen,1,1,1,1,0,,429,26.80652681,62.47086247,5.594405594,5.128205128
Santa Clara_ 2020 Q4 Court,1750,Santa Clara, 2020 Q4 Court,1955,811,113,196,23,31,144,36,145,37,Santa Clara,Jeff Rosen,1,1,1,1,0,,363,31.12947658,53.99449036,8.539944904,6.336088154
Santa Clara_ 2021 Q1 Court,1751,Santa Clara, 2021 Q1 Court,2075,1043,185,433,29,14,178,30,150,30,Santa Clara,Jeff Rosen,1,1,1,1,0,,661,27.98789713,65.50680787,2.118003026,4.387291982
Santa Clara_ 2021 Q2 Court,1752,Santa Clara, 2021 Q2 Court,1775,904,188,435,51,41,171,34,85,36,Santa Clara,Jeff Rosen,1,1,1,1,0,,715,26.29370629,60.83916084,5.734265734,7.132867133
Santa Clara_ 2021 Q3 Court,1753,Santa Clara, 2021 Q3 Court,1748,1009,202,519,49,51,212,35,111,39,Santa Clara,Jeff Rosen,1,1,1,1,0,,821,24.60414129,63.21559074,6.211936663,5.968331303
Santa Clara_ 2021 Q4 Court,1754,Santa Clara, 2021 Q4 Court,1567,852,220,452,35,57,194,44,96,17,Santa Clara,Jeff Rosen,1,1,1,1,0,,764,28.79581152,59.16230366,7.460732984,4.581151832
Santa Clara_ 2022 Q1 Court,1755,Santa Clara, 2022 Q1 Court,1743,936,177,454,29,28,175,35,94,27,Santa Clara,Jeff Rosen,1,1,1,1,0,,688,25.72674419,65.98837209,4.069767442,4.215116279
Santa Clara_ 2022 Q2 Court,1756,Santa Clara, 2022 Q2 Court,1905,910,161,457,47,45,242,38,113,44,Santa Clara,Jeff Rosen,1,1,1,1,0,,710,22.67605634,64.36619718,6.338028169,6.61971831
Santa Clara_ 2022 Q3 Court,1757,Santa Clara, 2022 Q3 Court,2043,915,187,452,64,44,238,77,97,51,Santa Clara,Jeff Rosen,1,1,1,1,1,,747,25.0334672,60.50870147,5.890227577,8.567603748
Santa Clara_ 2022 Q4 Court,1758,Santa Clara, 2022 Q4 Court,1736,818,233,527,67,57,273,40,115,28,Santa Clara,Jeff Rosen,1,1,1,1,1,,884,26.35746606,59.61538462,6.447963801,7.57918552
Santa Clara_ 2023 Q1 Court,1759,Santa Clara, 2023 Q1 Court,487,729,223,483,58,53,251,22,68,24,Santa Clara,Jeff Rosen,1,NA,NA,NA,0,,817,27.29498164,59.11872705,6.487148103,7.099143207
Santa Cruz_ 2013 Q1 Court,1760,Santa Cruz, 2013 Q1 Court,517,4,21,300,0,4,0,0,28,0,Santa Cruz,Bob Lee,0,1,1,0,0,,325,6.461538462,92.30769231,1.230769231,0
Santa Cruz_ 2013 Q2 Court,1761,Santa Cruz, 2013 Q2 Court,607,21,33,205,10,6,0,0,24,NA,Santa Cruz,Bob Lee,0,1,1,0,0,,254,12.99212598,80.70866142,2.362204724,3.937007874
Santa Cruz_ 2013 Q3 Court,1762,Santa Cruz, 2013 Q3 Court,629,13,34,180,5,2,0,0,28,10,Santa Cruz,Bob Lee,0,1,1,0,0,,221,15.38461538,81.4479638,0.904977376,2.262443439
Santa Cruz_ 2013 Q4 Court,1763,Santa Cruz, 2013 Q4 Court,602,29,34,249,13,11,0,13,29,30,Santa Cruz,Bob Lee,0,1,1,0,0,,307,11.07491857,81.10749186,3.583061889,4.234527687
Santa Cruz_ 2014 Q1 Court,1764,Santa Cruz, 2014 Q1 Court,558,49,42,277,13,19,0,0,17,17,Santa Cruz,Bob Lee,0,1,1,0,0,,351,11.96581197,78.91737892,5.413105413,3.703703704
Santa Cruz_ 2014 Q2 Court,1765,Santa Cruz, 2014 Q2 Court,643,62,55,312,15,12,445,0,33,7,Santa Cruz,Bob Lee,0,1,1,0,0,,394,13.95939086,79.18781726,3.045685279,3.807106599
Santa Cruz_ 2014 Q3 Court,1766,Santa Cruz, 2014 Q3 Court,671,73,37,274,8,17,445,87,31,13,Santa Cruz,Bob Lee,0,1,1,0,1,,336,11.01190476,81.54761905,5.05952381,2.380952381
Santa Cruz_ 2014 Q4 Court,1767,Santa Cruz, 2014 Q4 Court,473,44,19,201,7,3,342,7,23,7,Santa Cruz,Bob Lee,0,1,1,0,1,,230,8.260869565,87.39130435,1.304347826,3.043478261
Santa Cruz_ 2015 Q1 Court,1768,Santa Cruz, 2015 Q1 Court,423,45,15,191,9,7,477,0,44,7,Santa Cruz,Jeff Rosell,0,1,1,0,0,Bob Lee died in 2014 and Rosell was appointed,222,6.756756757,86.03603604,3.153153153,4.054054054
Santa Cruz_ 2015 Q2 Court,1769,Santa Cruz, 2015 Q2 Court,376,2,36,148,5,8,299,NA,47,12,Santa Cruz,Jeff Rosell,0,1,1,0,0,,197,18.27411168,75.12690355,4.060913706,2.538071066
Santa Cruz_ 2015 Q3 Court,1770,Santa Cruz, 2015 Q3 Court,413,34,37,203,9,6,0,0,24,14,Santa Cruz,Jeff Rosell,0,1,1,0,0,,255,14.50980392,79.60784314,2.352941176,3.529411765
Santa Cruz_ 2015 Q4 Court,1771,Santa Cruz, 2015 Q4 Court,355,NA,2,22,3,0,NA,NA,1,1,Santa Cruz,Jeff Rosell,0,1,1,0,0,,27,7.407407407,81.48148148,0,11.11111111
Santa Cruz_ 2016 Q1 Court,1772,Santa Cruz, 2016 Q1 Court,330,NA,14,106,9,5,NA,NA,0,0,Santa Cruz,Jeff Rosell,0,1,1,0,0,,134,10.44776119,79.10447761,3.731343284,6.71641791
Santa Cruz_ 2016 Q2 Court,1773,Santa Cruz, 2016 Q2 Court,383,148,17,168,6,4,22,0,34,0,Santa Cruz,Jeff Rosell,0,1,1,0,0,,195,8.717948718,86.15384615,2.051282051,3.076923077
Santa Cruz_ 2016 Q3 Court,1774,Santa Cruz, 2016 Q3 Court,337,NA,30,195,3,9,407,1,1,4,Santa Cruz,Jeff Rosell,0,1,1,0,0,,237,12.65822785,82.27848101,3.797468354,1.265822785
Santa Cruz_ 2016 Q4 Court,1775,Santa Cruz, 2016 Q4 Court,318,NA,31,225,5,15,115,2,0,0,Santa Cruz,Jeff Rosell,0,1,1,0,0,,276,11.23188406,81.52173913,5.434782609,1.811594203
Santa Cruz_ 2017 Q1 Court,1776,Santa Cruz, 2017 Q1 Court,320,NA,21,254,4,8,75,2,0,0,Santa Cruz,Jeff Rosell,0,1,1,0,0,,287,7.317073171,88.50174216,2.787456446,1.393728223
Santa Cruz_ 2017 Q2 Court,1777,Santa Cruz, 2017 Q2 Court,450,16,21,254,4,8,75,2,0,0,Santa Cruz,Jeff Rosell,0,1,1,0,0,,287,7.317073171,88.50174216,2.787456446,1.393728223
Santa Cruz_ 2017 Q3 Court,1778,Santa Cruz, 2017 Q3 Court,376,0,31,366,11,26,107,1,1,0,Santa Cruz,Jeff Rosell,0,1,1,0,0,,434,7.142857143,84.33179724,5.99078341,2.534562212
Santa Cruz_ 2017 Q4 Court,1779,Santa Cruz, 2017 Q4 Court,352,0,36,370,9,22,105,2,0,0,Santa Cruz,Jeff Rosell,0,1,1,0,0,,437,8.23798627,84.66819222,5.034324943,2.059496568
Santa Cruz_ 2018 Q1 Court,1780,Santa Cruz, 2018 Q1 Court,385,132,71,203,9,25,388,32,34,5,Santa Cruz,Jeff Rosell,0,1,1,0,0,,308,23.05194805,65.90909091,8.116883117,2.922077922
Santa Cruz_ 2018 Q2 Court,1781,Santa Cruz, 2018 Q2 Court,439,56,63,180,7,15,351,56,28,6,Santa Cruz,Jeff Rosell,0,1,1,0,0,,265,23.77358491,67.9245283,5.660377358,2.641509434
Santa Cruz_ 2018 Q3 Court,1782,Santa Cruz, 2018 Q3 Court,400,64,39,218,5,24,284,10,45,11,Santa Cruz,Jeff Rosell,0,1,1,0,1,,286,13.63636364,76.22377622,8.391608392,1.748251748
Santa Cruz_ 2018 Q4 Court,1783,Santa Cruz, 2018 Q4 Court,409,93,31,172,7,24,413,28,44,11,Santa Cruz,Jeff Rosell,0,1,1,0,1,,234,13.24786325,73.5042735,10.25641026,2.991452991
Santa Cruz_ 2019 Q1 Court,1784,Santa Cruz, 2019 Q1 Court,424,84,22,141,36,28,330,32,36,0,Santa Cruz,Jeff Rosell,0,1,1,0,0,,227,9.691629956,62.11453744,12.33480176,15.85903084
Santa Cruz_ 2019 Q2 Court,1785,Santa Cruz, 2019 Q2 Court,437,84,25,159,0,27,329,42,31,12,Santa Cruz,Jeff Rosell,0,1,1,0,0,,211,11.84834123,75.35545024,12.79620853,0
Santa Cruz_ 2019 Q3 Court,1786,Santa Cruz, 2019 Q3 Court,395,96,87,166,20,26,301,22,38,10,Santa Cruz,Jeff Rosell,0,1,1,0,0,,299,29.09698997,55.51839465,8.695652174,6.688963211
Santa Cruz_ 2019 Q4 Court,1787,Santa Cruz, 2019 Q4 Court,311,84,57,175,20,32,398,39,27,8,Santa Cruz,Jeff Rosell,0,1,1,0,0,,284,20.07042254,61.61971831,11.26760563,7.042253521
Santa Cruz_ 2020 Q1 Court,1788,Santa Cruz, 2020 Q1 Court,356,79,35,135,25,30,222,26,24,11,Santa Cruz,Jeff Rosell,0,1,1,0,0,,225,15.55555556,60,13.33333333,11.11111111
Santa Cruz_ 2020 Q2 Court,1789,Santa Cruz, 2020 Q2 Court,275,44,31,85,3,9,139,10,18,6,Santa Cruz,Jeff Rosell,0,1,1,0,0,,128,24.21875,66.40625,7.03125,2.34375
Santa Cruz_ 2020 Q3 Court,1790,Santa Cruz, 2020 Q3 Court,353,131,39,126,9,12,138,19,32,9,Santa Cruz,Jeff Rosell,0,1,1,0,0,,186,20.96774194,67.74193548,6.451612903,4.838709677
Santa Cruz_ 2020 Q4 Court,1791,Santa Cruz, 2020 Q4 Court,359,157,32,128,8,18,156,18,29,8,Santa Cruz,Jeff Rosell,0,1,1,0,0,,186,17.20430108,68.8172043,9.677419355,4.301075269
Santa Cruz_ 2021 Q1 Court,1792,Santa Cruz, 2021 Q1 Court,352,182,31,125,7,11,131,11,31,7,Santa Cruz,Jeff Rosell,0,1,1,0,0,,174,17.81609195,71.83908046,6.32183908,4.022988506
Santa Cruz_ 2021 Q2 Court,1793,Santa Cruz, 2021 Q2 Court,341,192,38,166,9,17,168,44,38,4,Santa Cruz,Jeff Rosell,0,1,1,0,0,,230,16.52173913,72.17391304,7.391304348,3.913043478
Santa Cruz_ 2021 Q3 Court,1794,Santa Cruz, 2021 Q3 Court,407,209,38,168,19,18,206,24,38,5,Santa Cruz,Jeff Rosell,0,1,1,0,0,,243,15.63786008,69.13580247,7.407407407,7.818930041
Santa Cruz_ 2021 Q4 Court,1795,Santa Cruz, 2021 Q4 Court,411,214,38,131,10,28,187,30,34,5,Santa Cruz,Jeff Rosell,0,1,1,0,0,,207,18.35748792,63.28502415,13.52657005,4.830917874
Santa Cruz_ 2022 Q1 Court,1796,Santa Cruz, 2022 Q1 Court,315,172,43,142,7,15,162,10,29,7,Santa Cruz,Jeff Rosell,0,1,1,0,0,,207,20.77294686,68.59903382,7.246376812,3.381642512
Santa Cruz_ 2022 Q2 Court,1797,Santa Cruz, 2022 Q2 Court,306,168,39,138,5,12,193,13,25,5,Santa Cruz,Jeff Rosell,0,1,1,0,0,,194,20.10309278,71.13402062,6.18556701,2.577319588
Santa Cruz_ 2022 Q3 Court,1798,Santa Cruz, 2022 Q3 Court,418,180,44,150,10,20,213,25,31,2,Santa Cruz,Jeff Rosell,0,1,1,0,1,,224,19.64285714,66.96428571,8.928571429,4.464285714
Santa Cruz_ 2022 Q4 Court,1799,Santa Cruz, 2022 Q4 Court,375,159,27,152,11,24,168,11,40,2,Santa Cruz,Jeff Rosell,0,1,1,0,1,,214,12.61682243,71.02803738,11.21495327,5.140186916
Santa Cruz_ 2023 Q1 Court,1800,Santa Cruz, 2023 Q1 Court,365,171,34,184,17,37,187,39,27,6,Santa Cruz,Jeff Rosell,0,NA,NA,NA,0,,272,12.5,67.64705882,13.60294118,6.25
Shasta_ 2013 Q1 Court,1801,Shasta, 2013 Q1 Court,956,726,93,89,18,59,366,27,68,0,Shasta,Steve Carlton,0,1,1,0,0,,259,35.90733591,34.36293436,22.77992278,6.94980695
Shasta_ 2013 Q2 Court,1802,Shasta, 2013 Q2 Court,925,786,117,62,9,58,306,34,68,0,Shasta,Steve Carlton,0,1,1,0,0,,246,47.56097561,25.20325203,23.57723577,3.658536585
Shasta_ 2013 Q3 Court,1803,Shasta, 2013 Q3 Court,976,747,106,92,12,70,402,55,58,32,Shasta,Steve Carlton,0,1,1,0,0,,280,37.85714286,32.85714286,25,4.285714286
Shasta_ 2013 Q4 Court,1804,Shasta, 2013 Q4 Court,931,801,114,150,8,57,516,97,57,45,Shasta,Steve Carlton,0,1,1,0,0,,329,34.65045593,45.59270517,17.32522796,2.431610942
Shasta_ 2014 Q1 Court,1805,Shasta, 2014 Q1 Court,805,651,111,210,15,76,470,90,47,41,Shasta,Steve Carlton,0,1,1,0,0,,412,26.94174757,50.97087379,18.44660194,3.640776699
Shasta_ 2014 Q2 Court,1806,Shasta, 2014 Q2 Court,1045,794,182,239,1,57,477,83,52,64,Shasta,Steve Carlton,0,1,1,0,0,,479,37.99582463,49.89561587,11.89979123,0.208768267
Shasta_ 2014 Q3 Court,1807,Shasta, 2014 Q3 Court,854,676,175,241,3,48,525,148,48,51,Shasta,Steve Carlton,0,1,1,0,1,,467,37.4732334,51.60599572,10.27837259,0.642398287
Shasta_ 2014 Q4 Court,1808,Shasta, 2014 Q4 Court,843,569,108,209,2,25,424,104,43,57,Shasta,Steve Carlton,0,1,1,0,1,,344,31.39534884,60.75581395,7.26744186,0.581395349
Shasta_ 2015 Q1 Court,1809,Shasta, 2015 Q1 Court,527,357,111,186,4,15,323,75,48,51,Shasta,Steve Carlton,0,0,NA,NA,0,,316,35.12658228,58.86075949,4.746835443,1.265822785
Shasta_ 2015 Q2 Court,1810,Shasta, 2015 Q2 Court,630,322,103,187,3,16,350,40,45,48,Shasta,Steve Carlton,0,0,NA,NA,0,,309,33.33333333,60.51779935,5.177993528,0.970873786
Shasta_ 2015 Q3 Court,1811,Shasta, 2015 Q3 Court,732,257,111,239,3,20,357,47,41,85,Shasta,Steve Carlton,0,0,NA,NA,0,,373,29.75871314,64.07506702,5.361930295,0.804289544
Shasta_ 2015 Q4 Court,1812,Shasta, 2015 Q4 Court,665,199,58,220,3,17,317,54,68,60,Shasta,Steve Carlton,0,0,NA,NA,0,,298,19.46308725,73.82550336,5.704697987,1.006711409
Shasta_ 2016 Q1 Court,1813,Shasta, 2016 Q1 Court,702,208,65,218,1,7,410,66,49,53,Shasta,Steve Carlton,0,0,NA,NA,0,,291,22.33676976,74.91408935,2.405498282,0.343642612
Shasta_ 2016 Q2 Court,1814,Shasta, 2016 Q2 Court,673,223,106,209,0,11,493,54,46,38,Shasta,Steve Carlton,0,0,NA,NA,0,,326,32.51533742,64.11042945,3.374233129,0
Shasta_ 2016 Q3 Court,1815,Shasta, 2016 Q3 Court,654,271,121,177,6,10,564,52,43,64,Shasta,Steve Carlton,0,0,NA,NA,0,,314,38.53503185,56.36942675,3.184713376,1.910828025
Shasta_ 2016 Q4 Court,1816,Shasta, 2016 Q4 Court,554,234,83,164,2,19,565,40,38,27,Shasta,Steve Carlton,0,0,NA,NA,0,,268,30.97014925,61.19402985,7.089552239,0.746268657
Shasta_ 2017 Q1 Court,1817,Shasta, 2017 Q1 Court,599,239,93,142,2,12,635,34,59,30,Shasta,Steve Carlton,0,0,NA,NA,0,,249,37.34939759,57.02811245,4.819277108,0.803212851
Shasta_ 2017 Q2 Court,1818,Shasta, 2017 Q2 Court,542,309,90,157,3,20,491,36,69,52,Shasta,Steve Carlton,0,0,NA,NA,0,,270,33.33333333,58.14814815,7.407407407,1.111111111
Shasta_ 2017 Q3 Court,1819,Shasta, 2017 Q3 Court,622,339,103,158,4,19,431,41,61,54,Shasta,Steve Carlton,0,0,NA,NA,0,,284,36.26760563,55.63380282,6.690140845,1.408450704
Shasta_ 2017 Q4 Court,1820,Shasta, 2017 Q4 Court,456,368,89,151,6,13,402,39,50,48,Shasta,Steve Carlton,0,0,NA,NA,0,,259,34.36293436,58.3011583,5.019305019,2.316602317
Shasta_ 2018 Q1 Court,1821,Shasta, 2018 Q1 Court,591,302,122,154,6,12,357,22,45,42,Shasta,Steve Carlton,0,0,NA,0,0,,294,41.49659864,52.38095238,4.081632653,2.040816327
Shasta_ 2018 Q2 Court,1822,Shasta, 2018 Q2 Court,648,319,99,133,6,21,476,14,58,59,Shasta,Steve Carlton,0,0,NA,0,0,,259,38.22393822,51.35135135,8.108108108,2.316602317
Shasta_ 2018 Q3 Court,1823,Shasta, 2018 Q3 Court,580,332,136,155,3,12,405,20,38,53,Shasta,Steve Carlton,0,0,NA,0,1,,306,44.44444444,50.65359477,3.921568627,0.980392157
Shasta_ 2018 Q4 Court,1824,Shasta, 2018 Q4 Court,430,363,110,145,2,17,309,33,34,70,Shasta,Steve Carlton,0,0,NA,0,1,,274,40.1459854,52.91970803,6.204379562,0.729927007
Shasta_ 2019 Q1 Court,1825,Shasta, 2019 Q1 Court,471,219,95,188,11,21,364,27,59,47,Shasta,Stephanie Bridgett,0,1,1,1,0,,315,30.15873016,59.68253968,6.666666667,3.492063492
Shasta_ 2019 Q2 Court,1826,Shasta, 2019 Q2 Court,472,212,120,192,6,25,345,27,51,48,Shasta,Stephanie Bridgett,0,1,1,1,0,,343,34.98542274,55.97667638,7.288629738,1.749271137
Shasta_ 2019 Q3 Court,1827,Shasta, 2019 Q3 Court,497,228,115,146,3,11,390,31,59,71,Shasta,Stephanie Bridgett,0,1,1,1,0,,275,41.81818182,53.09090909,4,1.090909091
Shasta_ 2019 Q4 Court,1828,Shasta, 2019 Q4 Court,476,216,74,163,13,10,442,30,74,89,Shasta,Stephanie Bridgett,0,1,1,1,0,,260,28.46153846,62.69230769,3.846153846,5
Shasta_ 2020 Q1 Court,1829,Shasta, 2020 Q1 Court,391,205,99,191,5,6,337,41,45,71,Shasta,Stephanie Bridgett,0,1,1,1,0,,301,32.89036545,63.4551495,1.993355482,1.661129568
Shasta_ 2020 Q2 Court,1830,Shasta, 2020 Q2 Court,530,169,87,118,15,2,322,44,41,36,Shasta,Stephanie Bridgett,0,1,1,1,0,,222,39.18918919,53.15315315,0.900900901,6.756756757
Shasta_ 2020 Q3 Court,1831,Shasta, 2020 Q3 Court,603,345,102,141,5,3,420,16,63,53,Shasta,Stephanie Bridgett,0,1,1,1,0,,251,40.6374502,56.1752988,1.195219124,1.992031873
Shasta_ 2020 Q4 Court,1832,Shasta, 2020 Q4 Court,445,367,70,113,4,1,408,21,48,59,Shasta,Stephanie Bridgett,0,1,1,1,0,,188,37.23404255,60.10638298,0.531914894,2.127659574
Shasta_ 2021 Q1 Court,1833,Shasta, 2021 Q1 Court,440,298,63,118,1,5,362,18,46,69,Shasta,Stephanie Bridgett,0,1,1,1,0,,187,33.68983957,63.10160428,2.673796791,0.534759358
Shasta_ 2021 Q2 Court,1834,Shasta, 2021 Q2 Court,551,405,83,111,4,7,270,10,43,62,Shasta,Stephanie Bridgett,0,1,1,1,0,,205,40.48780488,54.14634146,3.414634146,1.951219512
Shasta_ 2021 Q3 Court,1835,Shasta, 2021 Q3 Court,509,352,132,96,1,1,262,35,32,65,Shasta,Stephanie Bridgett,0,1,1,1,0,,230,57.39130435,41.73913043,0.434782609,0.434782609
Shasta_ 2021 Q4 Court,1836,Shasta, 2021 Q4 Court,314,355,84,80,0,0,126,15,44,68,Shasta,Stephanie Bridgett,0,1,1,1,0,,164,51.2195122,48.7804878,0,0
Shasta_ 2022 Q1 Court,1837,Shasta, 2022 Q1 Court,217,278,90,94,1,6,103,7,39,81,Shasta,Stephanie Bridgett,0,1,1,1,0,,191,47.12041885,49.21465969,3.141361257,0.523560209
