County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
Shasta_ 2022 Q2 Court,1838,Shasta, 2022 Q2 Court,335,253,114,92,1,3,206,6,63,112,Shasta,Stephanie Bridgett,0,1,1,1,0,,210,54.28571429,43.80952381,1.428571429,0.476190476
Shasta_ 2022 Q3 Court,1839,Shasta, 2022 Q3 Court,454,343,70,86,2,6,287,2,84,140,Shasta,Stephanie Bridgett,0,1,1,1,1,,164,42.68292683,52.43902439,3.658536585,1.219512195
Shasta_ 2022 Q4 Court,1840,Shasta, 2022 Q4 Court,554,575,67,95,1,1,272,3,66,76,Shasta,Stephanie Bridgett,0,1,1,1,1,,164,40.85365854,57.92682927,0.609756098,0.609756098
Shasta_ 2023 Q1 Court,1841,Shasta, 2023 Q1 Court,339,408,78,101,1,0,294,17,42,66,Shasta,Stephanie Bridgett,0,NA,NA,NA,0,,180,43.33333333,56.11111111,0,0.555555556
Sierra_ 2013 Q1 Court,1842,Sierra, 2013 Q1 Court,3,4,0,0,0,0,4,0,0,0,Sierra,Lawrence Allen,0,1,1,0,0,,0,NA,NA,NA,NA
Sierra_ 2013 Q2 Court,1843,Sierra, 2013 Q2 Court,10,6,0,9,0,0,NA,0,0,NA,Sierra,Lawrence Allen,0,1,1,0,0,,9,0,100,0,0
Sierra_ 2013 Q3 Court,1844,Sierra, 2013 Q3 Court,7,2,0,1,0,0,7,0,1,0,Sierra,Lawrence Allen,0,1,1,0,0,,1,0,100,0,0
Sierra_ 2013 Q4 Court,1845,Sierra, 2013 Q4 Court,8,0,0,0,0,0,0,0,0,0,Sierra,Lawrence Allen,0,1,1,0,0,,0,NA,NA,NA,NA
Sierra_ 2014 Q1 Court,1846,Sierra, 2014 Q1 Court,10,3,2,3,1,0,2,0,1,0,Sierra,Lawrence Allen,0,1,1,0,0,,6,33.33333333,50,0,16.66666667
Sierra_ 2014 Q2 Court,1847,Sierra, 2014 Q2 Court,5,1,0,1,0,0,1,0,0,1,Sierra,Lawrence Allen,0,1,1,0,0,,1,0,100,0,0
Sierra_ 2014 Q3 Court,1848,Sierra, 2014 Q3 Court,9,2,0,1,0,0,2,0,0,2,Sierra,Lawrence Allen,0,1,1,0,1,,1,0,100,0,0
Sierra_ 2014 Q4 Court,1849,Sierra, 2014 Q4 Court,8,0,0,2,0,0,4,0,0,1,Sierra,Lawrence Allen,0,1,1,0,1,,2,0,100,0,0
Sierra_ 2015 Q1 Court,1850,Sierra, 2015 Q1 Court,2,2,0,2,0,0,2,0,0,1,Sierra,Lawrence Allen,0,0,NA,NA,0,,2,0,100,0,0
Sierra_ 2015 Q2 Court,1851,Sierra, 2015 Q2 Court,8,0,0,1,0,0,1,0,0,1,Sierra,Lawrence Allen,0,0,NA,NA,0,,1,0,100,0,0
Sierra_ 2015 Q3 Court,1852,Sierra, 2015 Q3 Court,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra,Lawrence Allen,0,0,NA,NA,0,,NA,NA,NA,NA,NA
Sierra_ 2015 Q4 Court,1853,Sierra, 2015 Q4 Court,16,2,0,1,0,0,1,0,0,1,Sierra,Lawrence Allen,0,0,NA,NA,0,,1,0,100,0,0
Sierra_ 2016 Q1 Court,1854,Sierra, 2016 Q1 Court,4,1,0,3,0,0,2,0,0,0,Sierra,Lawrence Allen,0,0,NA,NA,0,,3,0,100,0,0
Sierra_ 2016 Q2 Court,1855,Sierra, 2016 Q2 Court,11,1,0,5,0,1,0,0,0,0,Sierra,Lawrence Allen,0,0,NA,NA,0,,6,0,83.33333333,16.66666667,0
Sierra_ 2016 Q3 Court,1856,Sierra, 2016 Q3 Court,8,1,0,4,0,0,1,0,0,0,Sierra,Lawrence Allen,0,0,NA,NA,0,,4,0,100,0,0
Sierra_ 2016 Q4 Court,1857,Sierra, 2016 Q4 Court,10,2,0,4,0,0,1,0,0,1,Sierra,Lawrence Allen,0,0,NA,NA,0,,4,0,100,0,0
Sierra_ 2017 Q1 Court,1858,Sierra, 2017 Q1 Court,6,1,1,0,0,1,0,0,0,2,Sierra,Lawrence Allen,0,0,NA,NA,0,,2,50,0,50,0
Sierra_ 2017 Q2 Court,1859,Sierra, 2017 Q2 Court,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra,Lawrence Allen,0,0,NA,NA,0,,NA,NA,NA,NA,NA
Sierra_ 2017 Q3 Court,1860,Sierra, 2017 Q3 Court,16,1,0,2,0,0,5,0,0,0,Sierra,Lawrence Allen,0,0,NA,NA,0,,2,0,100,0,0
Sierra_ 2017 Q4 Court,1861,Sierra, 2017 Q4 Court,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra,Lawrence Allen,0,0,NA,NA,0,,NA,NA,NA,NA,NA
Sierra_ 2018 Q1 Court,1862,Sierra, 2018 Q1 Court,15,2,3,3,0,0,6,0,0,2,Sierra,Lawrence Allen,0,0,NA,1,0,,6,50,50,0,0
Sierra_ 2018 Q2 Court,1863,Sierra, 2018 Q2 Court,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra,Lawrence Allen,0,0,NA,1,0,,NA,NA,NA,NA,NA
Sierra_ 2018 Q3 Court,1864,Sierra, 2018 Q3 Court,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra,Lawrence Allen,0,0,NA,1,1,,NA,NA,NA,NA,NA
Sierra_ 2018 Q4 Court,1865,Sierra, 2018 Q4 Court,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra,Lawrence Allen,0,0,NA,1,1,,NA,NA,NA,NA,NA
Sierra_ 2019 Q1 Court,1866,Sierra, 2019 Q1 Court,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra,Sandra Groven,0,1,1,0,0,,NA,NA,NA,NA,NA
Sierra_ 2019 Q2 Court,1867,Sierra, 2019 Q2 Court,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra,Sandra Groven,0,1,1,0,0,,NA,NA,NA,NA,NA
Sierra_ 2019 Q3 Court,1868,Sierra, 2019 Q3 Court,7,NA,NA,1,NA,NA,NA,NA,NA,NA,Sierra,Sandra Groven,0,1,1,0,0,,NA,NA,NA,NA,NA
Sierra_ 2019 Q4 Court,1869,Sierra, 2019 Q4 Court,9,1,NA,1,NA,NA,1,NA,NA,NA,Sierra,Sandra Groven,0,1,1,0,0,,NA,NA,NA,NA,NA
Sierra_ 2020 Q1 Court,1870,Sierra, 2020 Q1 Court,12,4,0,NA,NA,NA,0,NA,NA,0,Sierra,Sandra Groven,0,1,1,0,0,,NA,NA,NA,NA,NA
Sierra_ 2020 Q2 Court,1871,Sierra, 2020 Q2 Court,16,3,0,1,0,0,1,0,0,0,Sierra,Sandra Groven,0,1,1,0,0,,1,0,100,0,0
Sierra_ 2020 Q3 Court,1872,Sierra, 2020 Q3 Court,10,2,0,2,0,1,1,0,0,0,Sierra,Sandra Groven,0,1,1,0,0,,3,0,66.66666667,33.33333333,0
Sierra_ 2020 Q4 Court,1873,Sierra, 2020 Q4 Court,11,1,0,1,0,0,0,0,1,0,Sierra,Sandra Groven,0,1,1,0,0,,1,0,100,0,0
Sierra_ 2021 Q1 Court,1874,Sierra, 2021 Q1 Court,7,7,0,1,0,0,1,0,0,0,Sierra,Sandra Groven,0,1,1,0,0,,1,0,100,0,0
Sierra_ 2021 Q2 Court,1875,Sierra, 2021 Q2 Court,3,1,0,2,0,1,2,0,0,0,Sierra,Sandra Groven,0,1,1,0,0,,3,0,66.66666667,33.33333333,0
Sierra_ 2021 Q3 Court,1876,Sierra, 2021 Q3 Court,8,0,0,1,0,0,0,0,0,0,Sierra,Sandra Groven,0,1,1,0,0,,1,0,100,0,0
Sierra_ 2021 Q4 Court,1877,Sierra, 2021 Q4 Court,13,1,0,1,0,0,2,0,0,0,Sierra,Sandra Groven,0,1,1,0,0,,1,0,100,0,0
Sierra_ 2022 Q1 Court,1878,Sierra, 2022 Q1 Court,12,2,0,2,0,0,0,0,1,0,Sierra,Sandra Groven,0,1,1,0,0,,2,0,100,0,0
Sierra_ 2022 Q2 Court,1879,Sierra, 2022 Q2 Court,2,1,1,2,0,1,0,0,0,0,Sierra,Sandra Groven,0,1,1,0,0,,4,25,50,25,0
Sierra_ 2022 Q3 Court,1880,Sierra, 2022 Q3 Court,10,1,0,1,0,0,2,0,0,0,Sierra,Sandra Groven,0,1,1,0,1,,1,0,100,0,0
Sierra_ 2022 Q4 Court,1881,Sierra, 2022 Q4 Court,6,1,0,0,0,0,1,0,0,0,Sierra,Sandra Groven,0,1,1,0,1,,0,NA,NA,NA,NA
Sierra_ 2023 Q1 Court,1882,Sierra, 2023 Q1 Court,8,3,0,1,0,0,4,0,0,0,Sierra,Sandra Groven,0,NA,NA,NA,0,,1,0,100,0,0
Siskiyou_ 2013 Q1 Court,1883,Siskiyou, 2013 Q1 Court,149,NA,7,33,2,4,NA,1,19,NA,Siskiyou,Kirk Andrus,0,1,1,0,0,,46,15.2173913,71.73913043,8.695652174,4.347826087
Siskiyou_ 2013 Q2 Court,1884,Siskiyou, 2013 Q2 Court,126,53,20,52,1,1,72,3,18,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,74,27.02702703,70.27027027,1.351351351,1.351351351
Siskiyou_ 2013 Q3 Court,1885,Siskiyou, 2013 Q3 Court,150,24,11,59,4,0,63,0,0,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,74,14.86486486,79.72972973,0,5.405405405
Siskiyou_ 2013 Q4 Court,1886,Siskiyou, 2013 Q4 Court,144,41,11,51,0,5,80,0,12,3,Siskiyou,Kirk Andrus,0,1,1,0,0,,67,16.41791045,76.11940299,7.462686567,0
Siskiyou_ 2014 Q1 Court,1887,Siskiyou, 2014 Q1 Court,158,99,22,57,3,4,126,1,15,1,Siskiyou,Kirk Andrus,0,1,1,0,0,,86,25.58139535,66.27906977,4.651162791,3.488372093
Siskiyou_ 2014 Q2 Court,1888,Siskiyou, 2014 Q2 Court,106,76,17,57,2,2,150,5,16,5,Siskiyou,Kirk Andrus,0,1,1,0,0,,78,21.79487179,73.07692308,2.564102564,2.564102564
Siskiyou_ 2014 Q3 Court,1889,Siskiyou, 2014 Q3 Court,129,106,18,57,3,7,119,8,17,8,Siskiyou,Kirk Andrus,0,1,1,0,1,,85,21.17647059,67.05882353,8.235294118,3.529411765
Siskiyou_ 2014 Q4 Court,1890,Siskiyou, 2014 Q4 Court,132,83,12,57,0,2,77,4,19,2,Siskiyou,Kirk Andrus,0,1,1,0,1,,71,16.90140845,80.28169014,2.816901408,0
Siskiyou_ 2015 Q1 Court,1891,Siskiyou, 2015 Q1 Court,96,62,13,57,0,0,55,9,8,6,Siskiyou,Kirk Andrus,0,1,1,0,0,,70,18.57142857,81.42857143,0,0
Siskiyou_ 2015 Q2 Court,1892,Siskiyou, 2015 Q2 Court,122,68,14,44,1,0,100,9,16,1,Siskiyou,Kirk Andrus,0,1,1,0,0,,59,23.72881356,74.57627119,0,1.694915254
Siskiyou_ 2015 Q3 Court,1893,Siskiyou, 2015 Q3 Court,142,94,27,56,0,0,147,4,9,3,Siskiyou,Kirk Andrus,0,1,1,0,0,,83,32.53012048,67.46987952,0,0
Siskiyou_ 2015 Q4 Court,1894,Siskiyou, 2015 Q4 Court,136,51,23,49,0,3,105,0,18,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,75,30.66666667,65.33333333,4,0
Siskiyou_ 2016 Q1 Court,1895,Siskiyou, 2016 Q1 Court,125,49,17,57,0,0,101,2,7,2,Siskiyou,Kirk Andrus,0,1,1,0,0,,74,22.97297297,77.02702703,0,0
Siskiyou_ 2016 Q2 Court,1896,Siskiyou, 2016 Q2 Court,134,27,19,69,1,2,60,8,13,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,91,20.87912088,75.82417582,2.197802198,1.098901099
Siskiyou_ 2016 Q3 Court,1897,Siskiyou, 2016 Q3 Court,155,92,13,58,2,0,52,0,11,1,Siskiyou,Kirk Andrus,0,1,1,0,0,,73,17.80821918,79.45205479,0,2.739726027
Siskiyou_ 2016 Q4 Court,1898,Siskiyou, 2016 Q4 Court,117,49,17,60,1,1,82,9,10,1,Siskiyou,Kirk Andrus,0,1,1,0,0,,79,21.51898734,75.94936709,1.265822785,1.265822785
Siskiyou_ 2017 Q1 Court,1899,Siskiyou, 2017 Q1 Court,139,80,27,33,1,1,54,3,8,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,62,43.5483871,53.22580645,1.612903226,1.612903226
Siskiyou_ 2017 Q2 Court,1900,Siskiyou, 2017 Q2 Court,139,94,16,60,1,0,72,4,8,2,Siskiyou,Kirk Andrus,0,1,1,0,0,,77,20.77922078,77.92207792,0,1.298701299
Siskiyou_ 2017 Q3 Court,1901,Siskiyou, 2017 Q3 Court,125,80,29,47,0,2,70,3,8,2,Siskiyou,Kirk Andrus,0,1,1,0,0,,78,37.17948718,60.25641026,2.564102564,0
Siskiyou_ 2017 Q4 Court,1902,Siskiyou, 2017 Q4 Court,128,92,24,46,3,0,78,2,6,1,Siskiyou,Kirk Andrus,0,1,1,0,0,,73,32.87671233,63.01369863,0,4.109589041
Siskiyou_ 2018 Q1 Court,1903,Siskiyou, 2018 Q1 Court,159,105,15,45,9,0,90,2,10,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,69,21.73913043,65.2173913,0,13.04347826
Siskiyou_ 2018 Q2 Court,1904,Siskiyou, 2018 Q2 Court,148,76,22,60,3,0,55,0,6,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,85,25.88235294,70.58823529,0,3.529411765
Siskiyou_ 2018 Q3 Court,1905,Siskiyou, 2018 Q3 Court,157,95,10,34,0,0,82,0,14,4,Siskiyou,Kirk Andrus,0,1,1,0,1,,44,22.72727273,77.27272727,0,0
Siskiyou_ 2018 Q4 Court,1906,Siskiyou, 2018 Q4 Court,116,73,22,40,3,0,52,0,4,0,Siskiyou,Kirk Andrus,0,1,1,0,1,,65,33.84615385,61.53846154,0,4.615384615
Siskiyou_ 2019 Q1 Court,1907,Siskiyou, 2019 Q1 Court,129,102,31,60,2,1,105,0,13,1,Siskiyou,Kirk Andrus,0,1,1,0,0,,94,32.9787234,63.82978723,1.063829787,2.127659574
Siskiyou_ 2019 Q2 Court,1908,Siskiyou, 2019 Q2 Court,138,95,24,60,0,0,133,0,14,3,Siskiyou,Kirk Andrus,0,1,1,0,0,,84,28.57142857,71.42857143,0,0
Siskiyou_ 2019 Q3 Court,1909,Siskiyou, 2019 Q3 Court,138,98,9,59,2,0,140,0,9,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,70,12.85714286,84.28571429,0,2.857142857
Siskiyou_ 2019 Q4 Court,1910,Siskiyou, 2019 Q4 Court,129,75,11,48,0,0,152,0,14,3,Siskiyou,Kirk Andrus,0,1,1,0,0,,59,18.6440678,81.3559322,0,0
Siskiyou_ 2020 Q1 Court,1911,Siskiyou, 2020 Q1 Court,109,34,15,40,0,0,140,0,16,2,Siskiyou,Kirk Andrus,0,1,1,0,0,,55,27.27272727,72.72727273,0,0
Siskiyou_ 2020 Q2 Court,1912,Siskiyou, 2020 Q2 Court,105,68,8,24,0,0,97,0,15,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,32,25,75,0,0
Siskiyou_ 2020 Q3 Court,1913,Siskiyou, 2020 Q3 Court,161,193,14,33,0,0,77,1,6,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,47,29.78723404,70.21276596,0,0
Siskiyou_ 2020 Q4 Court,1914,Siskiyou, 2020 Q4 Court,133,165,7,42,0,0,69,1,14,1,Siskiyou,Kirk Andrus,0,1,1,0,0,,49,14.28571429,85.71428571,0,0
Siskiyou_ 2021 Q1 Court,1915,Siskiyou, 2021 Q1 Court,125,162,5,15,2,0,65,1,10,2,Siskiyou,Kirk Andrus,0,1,1,0,0,,22,22.72727273,68.18181818,0,9.090909091
Siskiyou_ 2021 Q2 Court,1916,Siskiyou, 2021 Q2 Court,170,200,3,38,0,0,88,0,8,2,Siskiyou,Kirk Andrus,0,1,1,0,0,,41,7.317073171,92.68292683,0,0
Siskiyou_ 2021 Q3 Court,1917,Siskiyou, 2021 Q3 Court,181,199,10,16,2,0,43,0,8,1,Siskiyou,Kirk Andrus,0,1,1,0,0,,28,35.71428571,57.14285714,0,7.142857143
Siskiyou_ 2021 Q4 Court,1918,Siskiyou, 2021 Q4 Court,120,205,23,29,1,0,31,0,2,0,Siskiyou,Kirk Andrus,0,1,1,0,0,,53,43.39622642,54.71698113,0,1.886792453
Siskiyou_ 2022 Q1 Court,1919,Siskiyou, 2022 Q1 Court,111,180,20,18,0,0,23,0,3,1,Siskiyou,Kirk Andrus,0,1,1,0,0,,38,52.63157895,47.36842105,0,0
Siskiyou_ 2022 Q2 Court,1920,Siskiyou, 2022 Q2 Court,156,256,16,36,3,0,30,0,2,1,Siskiyou,Kirk Andrus,0,1,1,0,0,,55,29.09090909,65.45454545,0,5.454545455
Siskiyou_ 2022 Q3 Court,1921,Siskiyou, 2022 Q3 Court,167,249,32,24,1,1,23,0,3,1,Siskiyou,Kirk Andrus,0,1,1,0,1,,58,55.17241379,41.37931034,1.724137931,1.724137931
Siskiyou_ 2022 Q4 Court,1922,Siskiyou, 2022 Q4 Court,29,230,15,32,0,0,23,0,1,2,Siskiyou,Kirk Andrus,0,1,1,0,1,,47,31.91489362,68.08510638,0,0
Siskiyou_ 2023 Q1 Court,1923,Siskiyou, 2023 Q1 Court,88,228,10,20,0,0,15,0,2,2,Siskiyou,Kirk Andrus,0,NA,NA,NA,0,,30,33.33333333,66.66666667,0,0
Solano_ 2013 Q1 Court,1924,Solano, 2013 Q1 Court,938,227,89,237,68,26,347,0,82,0,Solano,Don Du Bain,0,1,0,1,0,,420,21.19047619,56.42857143,6.19047619,16.19047619
Solano_ 2013 Q2 Court,1925,Solano, 2013 Q2 Court,916,213,56,226,62,15,416,9,74,0,Solano,Don Du Bain,0,1,0,1,0,,359,15.59888579,62.95264624,4.178272981,17.27019499
Solano_ 2013 Q3 Court,1926,Solano, 2013 Q3 Court,942,228,65,232,63,18,396,7,112,55,Solano,Don Du Bain,0,1,0,1,0,,378,17.1957672,61.37566138,4.761904762,16.66666667
Solano_ 2013 Q4 Court,1927,Solano, 2013 Q4 Court,923,194,82,203,25,12,425,8,90,81,Solano,Don Du Bain,0,1,0,1,0,,322,25.46583851,63.04347826,3.726708075,7.763975155
Solano_ 2014 Q1 Court,1928,Solano, 2014 Q1 Court,930,268,89,228,19,18,433,14,46,91,Solano,Don Du Bain,0,1,0,1,0,,354,25.14124294,64.40677966,5.084745763,5.367231638
Solano_ 2014 Q2 Court,1929,Solano, 2014 Q2 Court,959,255,69,186,23,27,517,14,54,89,Solano,Don Du Bain,0,1,0,1,0,,305,22.62295082,60.98360656,8.852459016,7.540983607
Solano_ 2014 Q3 Court,1930,Solano, 2014 Q3 Court,980,269,89,227,22,17,513,24,64,73,Solano,Don Du Bain,0,1,0,1,1,,355,25.07042254,63.94366197,4.788732394,6.197183099
Solano_ 2014 Q4 Court,1931,Solano, 2014 Q4 Court,788,150,64,156,19,13,314,7,74,84,Solano,Don Du Bain,0,1,0,1,1,,252,25.3968254,61.9047619,5.158730159,7.53968254
Solano_ 2015 Q1 Court,1932,Solano, 2015 Q1 Court,654,139,53,134,13,2,294,21,49,87,Solano,Krishna Abrams,0,1,1,0,0,,202,26.23762376,66.33663366,0.99009901,6.435643564
Solano_ 2015 Q2 Court,1933,Solano, 2015 Q2 Court,656,172,78,144,15,10,278,16,37,94,Solano,Krishna Abrams,0,1,1,0,0,,247,31.57894737,58.29959514,4.048582996,6.072874494
Solano_ 2015 Q3 Court,1934,Solano, 2015 Q3 Court,695,158,85,110,14,11,353,7,57,92,Solano,Krishna Abrams,0,1,1,0,0,,220,38.63636364,50,5,6.363636364
Solano_ 2015 Q4 Court,1935,Solano, 2015 Q4 Court,654,141,83,141,11,9,290,16,74,98,Solano,Krishna Abrams,0,1,1,0,0,,244,34.01639344,57.78688525,3.68852459,4.508196721
Solano_ 2016 Q1 Court,1936,Solano, 2016 Q1 Court,716,164,71,157,19,13,329,15,67,83,Solano,Krishna Abrams,0,1,1,0,0,,260,27.30769231,60.38461538,5,7.307692308
Solano_ 2016 Q2 Court,1937,Solano, 2016 Q2 Court,750,136,69,153,12,11,318,7,95,88,Solano,Krishna Abrams,0,1,1,0,0,,245,28.16326531,62.44897959,4.489795918,4.897959184
Solano_ 2016 Q3 Court,1938,Solano, 2016 Q3 Court,822,146,57,181,13,6,294,7,78,52,Solano,Krishna Abrams,0,1,1,0,0,,257,22.17898833,70.42801556,2.33463035,5.058365759
Solano_ 2016 Q4 Court,1939,Solano, 2016 Q4 Court,717,177,30,175,8,8,363,16,78,57,Solano,Krishna Abrams,0,1,1,0,0,,221,13.57466063,79.18552036,3.619909502,3.619909502
Solano_ 2017 Q1 Court,1940,Solano, 2017 Q1 Court,814,146,32,99,3,1,380,5,58,75,Solano,Krishna Abrams,0,1,1,0,0,,135,23.7037037,73.33333333,0.740740741,2.222222222
Solano_ 2017 Q2 Court,1941,Solano, 2017 Q2 Court,826,153,57,99,10,7,407,4,75,54,Solano,Krishna Abrams,0,1,1,0,0,,173,32.94797688,57.22543353,4.046242775,5.780346821
Solano_ 2017 Q3 Court,1942,Solano, 2017 Q3 Court,812,142,35,59,9,9,361,8,71,62,Solano,Krishna Abrams,0,1,1,0,0,,112,31.25,52.67857143,8.035714286,8.035714286
Solano_ 2017 Q4 Court,1943,Solano, 2017 Q4 Court,648,144,29,66,3,8,337,12,79,60,Solano,Krishna Abrams,0,1,1,0,0,,106,27.35849057,62.26415094,7.547169811,2.830188679
Solano_ 2018 Q1 Court,1944,Solano, 2018 Q1 Court,605,121,26,78,4,7,352,11,78,72,Solano,Krishna Abrams,0,1,1,0,0,,115,22.60869565,67.82608696,6.086956522,3.47826087
Solano_ 2018 Q2 Court,1945,Solano, 2018 Q2 Court,652,144,7,25,1,4,376,9,76,56,Solano,Krishna Abrams,0,1,1,0,0,,37,18.91891892,67.56756757,10.81081081,2.702702703
Solano_ 2018 Q3 Court,1946,Solano, 2018 Q3 Court,598,139,9,23,1,0,382,9,109,67,Solano,Krishna Abrams,0,1,1,0,1,,33,27.27272727,69.6969697,0,3.03030303
Solano_ 2018 Q4 Court,1947,Solano, 2018 Q4 Court,644,168,29,45,4,6,306,11,85,53,Solano,Krishna Abrams,0,1,1,0,1,,84,34.52380952,53.57142857,7.142857143,4.761904762
Solano_ 2019 Q1 Court,1948,Solano, 2019 Q1 Court,570,132,46,44,0,2,311,10,85,83,Solano,Krishna Abrams,0,1,1,1,0,,92,50,47.82608696,2.173913043,0
Solano_ 2019 Q2 Court,1949,Solano, 2019 Q2 Court,606,169,30,50,0,3,328,5,111,99,Solano,Krishna Abrams,0,1,1,1,0,,83,36.14457831,60.24096386,3.614457831,0
Solano_ 2019 Q3 Court,1950,Solano, 2019 Q3 Court,566,150,33,52,0,2,358,11,119,88,Solano,Krishna Abrams,0,1,1,1,0,,87,37.93103448,59.77011494,2.298850575,0
Solano_ 2019 Q4 Court,1951,Solano, 2019 Q4 Court,612,150,14,37,2,1,284,9,104,85,Solano,Krishna Abrams,0,1,1,1,0,,54,25.92592593,68.51851852,1.851851852,3.703703704
Solano_ 2020 Q1 Court,1952,Solano, 2020 Q1 Court,604,141,38,43,1,2,265,0,85,74,Solano,Krishna Abrams,0,1,1,1,0,,84,45.23809524,51.19047619,2.380952381,1.19047619
Solano_ 2020 Q2 Court,1953,Solano, 2020 Q2 Court,616,46,12,15,3,1,146,2,75,71,Solano,Krishna Abrams,0,1,1,1,0,,31,38.70967742,48.38709677,3.225806452,9.677419355
Solano_ 2020 Q3 Court,1954,Solano, 2020 Q3 Court,728,370,15,27,0,0,204,2,120,72,Solano,Krishna Abrams,0,1,1,1,0,,42,35.71428571,64.28571429,0,0
Solano_ 2020 Q4 Court,1955,Solano, 2020 Q4 Court,684,307,9,37,0,2,224,3,125,80,Solano,Krishna Abrams,0,1,1,1,0,,48,18.75,77.08333333,4.166666667,0
Solano_ 2021 Q1 Court,1956,Solano, 2021 Q1 Court,679,283,59,118,7,2,302,1,94,77,Solano,Krishna Abrams,0,1,1,1,0,,186,31.72043011,63.44086022,1.075268817,3.76344086
Solano_ 2021 Q2 Court,1957,Solano, 2021 Q2 Court,632,305,112,111,13,1,283,1,114,99,Solano,Krishna Abrams,0,1,1,1,0,,237,47.25738397,46.83544304,0.421940928,5.485232068
Solano_ 2021 Q3 Court,1958,Solano, 2021 Q3 Court,640,282,95,238,12,10,268,2,101,51,Solano,Krishna Abrams,0,1,1,1,0,,355,26.76056338,67.04225352,2.816901408,3.38028169
Solano_ 2021 Q4 Court,1959,Solano, 2021 Q4 Court,536,259,114,116,18,4,222,1,70,60,Solano,Krishna Abrams,0,1,1,1,0,,252,45.23809524,46.03174603,1.587301587,7.142857143
Solano_ 2022 Q1 Court,1960,Solano, 2022 Q1 Court,590,208,89,99,10,6,238,1,90,72,Solano,Krishna Abrams,0,1,1,1,0,,204,43.62745098,48.52941176,2.941176471,4.901960784
Solano_ 2022 Q2 Court,1961,Solano, 2022 Q2 Court,575,354,149,107,10,5,200,1,121,62,Solano,Krishna Abrams,0,1,1,1,0,,271,54.98154982,39.48339483,1.84501845,3.6900369
Solano_ 2022 Q3 Court,1962,Solano, 2022 Q3 Court,565,295,92,121,9,2,234,1,88,53,Solano,Krishna Abrams,0,1,1,1,1,,224,41.07142857,54.01785714,0.892857143,4.017857143
Solano_ 2022 Q4 Court,1963,Solano, 2022 Q4 Court,416,211,112,126,10,4,261,2,100,55,Solano,Krishna Abrams,0,1,1,1,1,,252,44.44444444,50,1.587301587,3.968253968
Sonoma_ 2013 Q1 Court,1964,Sonoma, 2013 Q1 Court,741,111,78,217,3,40,467,11,64,NA,Sonoma,Jill Ravitch,0,1,1,1,0,,338,23.07692308,64.20118343,11.83431953,0.887573964
Sonoma_ 2013 Q2 Court,1965,Sonoma, 2013 Q2 Court,817,114,72,221,2,42,495,10,71,NA,Sonoma,Jill Ravitch,0,1,1,1,0,,337,21.36498516,65.57863501,12.46290801,0.59347181
Sonoma_ 2013 Q3 Court,1966,Sonoma, 2013 Q3 Court,768,144,49,258,10,56,834,76,148,72,Sonoma,Jill Ravitch,0,1,1,1,0,,373,13.13672922,69.1689008,15.01340483,2.680965147
Sonoma_ 2013 Q4 Court,1967,Sonoma, 2013 Q4 Court,767,138,58,262,17,41,716,73,150,90,Sonoma,Jill Ravitch,0,1,1,1,0,,378,15.34391534,69.31216931,10.84656085,4.497354497
Sonoma_ 2014 Q1 Court,1968,Sonoma, 2014 Q1 Court,781,183,62,254,5,42,755,67,95,55,Sonoma,Jill Ravitch,0,1,1,1,0,,363,17.07988981,69.97245179,11.57024793,1.377410468
Sonoma_ 2014 Q2 Court,1969,Sonoma, 2014 Q2 Court,735,182,68,294,5,38,745,76,119,80,Sonoma,Jill Ravitch,0,1,1,1,0,,405,16.79012346,72.59259259,9.382716049,1.234567901
Sonoma_ 2014 Q3 Court,1970,Sonoma, 2014 Q3 Court,751,169,47,244,10,51,768,77,130,60,Sonoma,Jill Ravitch,0,1,1,1,1,,352,13.35227273,69.31818182,14.48863636,2.840909091
