County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
Solano_2021 Q4 Court,2292,Solano,2021 Q4 Court,536,259,114,116,18,4,222,1,70,60,Solano,Krishna Abrams,0,1,1,1,0,,252,45.238095,46.031746,1.587302,7.142857
Solano_2022 Q1 Court,2293,Solano,2022 Q1 Court,590,208,89,99,10,6,238,1,90,72,Solano,Krishna Abrams,0,1,1,1,0,,204,43.627451,48.529412,2.941176,4.901961
Solano_2022 Q2 Court,2294,Solano,2022 Q2 Court,575,354,149,107,10,5,200,1,121,62,Solano,Krishna Abrams,0,1,1,1,0,,271,54.98155,39.483395,1.845018,3.690037
Solano_2022 Q3 Court,2295,Solano,2022 Q3 Court,565,295,92,121,9,2,234,1,88,53,Solano,Krishna Abrams,0,1,1,1,1,,224,41.071429,54.017857,0.892857,4.017857
Solano_2022 Q4 Court,2296,Solano,2022 Q4 Court,416,211,112,126,10,4,261,2,100,55,Solano,Krishna Abrams,0,1,1,1,1,,252,44.444444,50.0,1.587302,3.968254
Solano_2023 Q1 Court,2297,Solano,2023 Q1 Court,484,191,93,85,10,4,238,0,163,99,,,,,,,,,192,48.4375,44.270833,2.083333,5.208333
Solano_2023 Q2 Court,2298,Solano,2023 Q2 Court,421,175,60,60,0,1,72,2,79,68,,,,,,,,,121,49.586777,49.586777,0.826446,0.0
Solano_2023 Q3 Court,2299,Solano,2023 Q3 Court,546,198,73,58,0,2,56,1,104,56,,,,,,,,,133,54.887218,43.609023,1.503759,0.0
Solano_2023 Q4 Court,2300,Solano,2023 Q4 Court,462,196,83,71,0,3,54,0,85,68,,,,,,,,,157,52.866242,45.22293,1.910828,0.0
Solano_2024 Q1 Court,2301,Solano,2024 Q1 Court,548,202,74,58,5,1,75,3,87,56,,,,,,,,,138,53.623188,42.028986,0.724638,3.623188
Solano_2024 Q2 Court,2302,Solano,2024 Q2 Court,562,195,74,60,5,4,87,1,77,53,,,,,,,,,143,51.748252,41.958042,2.797203,3.496503
Solano_2024 Q3 Court,2303,Solano,2024 Q3 Court,561,210,44,38,8,2,95,2,86,60,,,,,,,,,92,47.826087,41.304348,2.173913,8.695652
Solano_2024 Q4 Court,2304,Solano,2024 Q4 Court,570,204,55,36,8,3,76,7,100,52,,,,,,,,,102,53.921569,35.294118,2.941176,7.843137
Sonoma_2013 Q1 Court,2305,Sonoma,2013 Q1 Court,741,111,78,217,3,40,467,11,64,NA,Sonoma,Jill Ravitch,0,1,1,1,0,,338,23.076923,64.201183,11.83432,0.887574
Sonoma_2013 Q2 Court,2306,Sonoma,2013 Q2 Court,817,114,72,221,2,42,495,10,71,NA,Sonoma,Jill Ravitch,0,1,1,1,0,,337,21.364985,65.578635,12.462908,0.593472
Sonoma_2013 Q3 Court,2307,Sonoma,2013 Q3 Court,768,144,49,258,10,56,834,76,148,72,Sonoma,Jill Ravitch,0,1,1,1,0,,373,13.136729,69.168901,15.013405,2.680965
Sonoma_2013 Q4 Court,2308,Sonoma,2013 Q4 Court,767,138,58,262,17,41,716,73,150,90,Sonoma,Jill Ravitch,0,1,1,1,0,,378,15.343915,69.312169,10.846561,4.497354
Sonoma_2014 Q1 Court,2309,Sonoma,2014 Q1 Court,781,183,62,254,5,42,755,67,95,55,Sonoma,Jill Ravitch,0,1,1,1,0,,363,17.07989,69.972452,11.570248,1.37741
Sonoma_2014 Q2 Court,2310,Sonoma,2014 Q2 Court,735,182,68,294,5,38,745,76,119,80,Sonoma,Jill Ravitch,0,1,1,1,0,,405,16.790123,72.592593,9.382716,1.234568
Sonoma_2014 Q3 Court,2311,Sonoma,2014 Q3 Court,751,169,47,244,10,51,768,77,130,60,Sonoma,Jill Ravitch,0,1,1,1,1,,352,13.352273,69.318182,14.488636,2.840909
Sonoma_2014 Q4 Court,2312,Sonoma,2014 Q4 Court,649,129,63,217,9,29,637,108,145,47,Sonoma,Jill Ravitch,0,1,1,1,1,,318,19.811321,68.238994,9.119497,2.830189
Sonoma_2015 Q1 Court,2313,Sonoma,2015 Q1 Court,677,112,35,214,3,38,654,146,149,47,Sonoma,Jill Ravitch,0,1,1,1,0,,290,12.068966,73.793103,13.103448,1.034483
Sonoma_2015 Q2 Court,2314,Sonoma,2015 Q2 Court,707,122,77,247,9,44,637,105,92,37,Sonoma,Jill Ravitch,0,1,1,1,0,,377,20.424403,65.517241,11.671088,2.387268
Sonoma_2015 Q3 Court,2315,Sonoma,2015 Q3 Court,782,85,41,140,5,22,511,57,65,36,Sonoma,Jill Ravitch,0,1,1,1,0,,208,19.711538,67.307692,10.576923,2.403846
Sonoma_2015 Q4 Court,2316,Sonoma,2015 Q4 Court,728,127,50,240,6,26,681,48,82,40,Sonoma,Jill Ravitch,0,1,1,1,0,,322,15.52795,74.534161,8.074534,1.863354
Sonoma_2016 Q1 Court,2317,Sonoma,2016 Q1 Court,793,129,78,224,6,29,587,55,84,51,Sonoma,Jill Ravitch,0,1,1,1,0,,337,23.145401,66.468843,8.605341,1.780415
Sonoma_2016 Q2 Court,2318,Sonoma,2016 Q2 Court,764,151,89,260,11,26,671,61,81,43,Sonoma,Jill Ravitch,0,1,1,1,0,,386,23.056995,67.357513,6.735751,2.849741
Sonoma_2016 Q3 Court,2319,Sonoma,2016 Q3 Court,725,146,67,263,6,25,749,79,93,34,Sonoma,Jill Ravitch,0,1,1,1,0,,361,18.559557,72.853186,6.925208,1.66205
Sonoma_2016 Q4 Court,2320,Sonoma,2016 Q4 Court,648,98,55,233,7,23,695,100,128,47,Sonoma,Jill Ravitch,0,1,1,1,0,,318,17.295597,73.27044,7.232704,2.201258
Sonoma_2017 Q1 Court,2321,Sonoma,2017 Q1 Court,663,110,68,186,3,28,744,74,110,30,Sonoma,Jill Ravitch,0,1,1,1,0,,285,23.859649,65.263158,9.824561,1.052632
Sonoma_2017 Q2 Court,2322,Sonoma,2017 Q2 Court,727,110,67,190,3,28,738,74,110,46,Sonoma,Jill Ravitch,0,1,1,1,0,,288,23.263889,65.972222,9.722222,1.041667
Sonoma_2017 Q3 Court,2323,Sonoma,2017 Q3 Court,664,NA,NA,NA,NA,NA,NA,NA,14,NA,Sonoma,Jill Ravitch,0,1,1,1,0,,,,,,
Sonoma_2017 Q4 Court,2324,Sonoma,2017 Q4 Court,494,NA,NA,NA,NA,NA,NA,NA,41,NA,Sonoma,Jill Ravitch,0,1,1,1,0,,,,,,
Sonoma_2018 Q1 Court,2325,Sonoma,2018 Q1 Court,648,NA,NA,NA,NA,NA,NA,NA,73,NA,Sonoma,Jill Ravitch,0,1,1,1,0,,,,,,
Sonoma_2018 Q2 Court,2326,Sonoma,2018 Q2 Court,611,227,2,NA,NA,NA,NA,NA,97,NA,Sonoma,Jill Ravitch,0,1,1,1,0,,,,,,
Sonoma_2018 Q3 Court,2327,Sonoma,2018 Q3 Court,527,NA,NA,NA,NA,NA,NA,NA,116,NA,Sonoma,Jill Ravitch,0,1,1,1,1,,,,,,
Sonoma_2018 Q4 Court,2328,Sonoma,2018 Q4 Court,531,NA,5,NA,NA,NA,NA,NA,68,48,Sonoma,Jill Ravitch,0,1,1,1,1,,,,,,
Sonoma_2019 Q1 Court,2329,Sonoma,2019 Q1 Court,559,NA,63,214,5,63,707,64,28,76,Sonoma,Jill Ravitch,0,0,NA,NA,0,,345,18.26087,62.028986,18.26087,1.449275
Sonoma_2019 Q2 Court,2330,Sonoma,2019 Q2 Court,506,NA,59,229,6,27,704,44,37,71,Sonoma,Jill Ravitch,0,0,NA,NA,0,,321,18.380062,71.339564,8.411215,1.869159
Sonoma_2019 Q3 Court,2331,Sonoma,2019 Q3 Court,586,NA,58,191,11,24,658,69,55,76,Sonoma,Jill Ravitch,0,0,NA,NA,0,,284,20.422535,67.253521,8.450704,3.873239
Sonoma_2019 Q4 Court,2332,Sonoma,2019 Q4 Court,472,NA,52,186,7,22,NA,46,59,57,Sonoma,Jill Ravitch,0,0,NA,NA,0,,267,19.475655,69.662921,8.2397,2.621723
Sonoma_2020 Q1 Court,2333,Sonoma,2020 Q1 Court,445,134,57,197,4,16,389,59,61,67,Sonoma,Jill Ravitch,0,0,NA,NA,0,,274,20.80292,71.89781,5.839416,1.459854
Sonoma_2020 Q2 Court,2334,Sonoma,2020 Q2 Court,440,127,22,107,7,12,180,44,40,33,Sonoma,Jill Ravitch,0,0,NA,NA,0,,148,14.864865,72.297297,8.108108,4.72973
Sonoma_2020 Q3 Court,2335,Sonoma,2020 Q3 Court,503,243,45,124,1,10,447,37,54,47,Sonoma,Jill Ravitch,0,0,NA,NA,0,,180,25.0,68.888889,5.555556,0.555556
Sonoma_2020 Q4 Court,2336,Sonoma,2020 Q4 Court,472,200,51,194,5,14,8,44,53,30,Sonoma,Jill Ravitch,0,0,NA,NA,0,,264,19.318182,73.484848,5.30303,1.893939
Sonoma_2021 Q1 Court,2337,Sonoma,2021 Q1 Court,416,172,42,144,6,14,350,20,50,37,Sonoma,Jill Ravitch,0,0,NA,NA,0,,206,20.38835,69.902913,6.796117,2.912621
Sonoma_2021 Q2 Court,2338,Sonoma,2021 Q2 Court,535,217,57,143,3,23,453,26,47,38,Sonoma,Jill Ravitch,0,0,NA,NA,0,,226,25.221239,63.274336,10.176991,1.327434
Sonoma_2021 Q3 Court,2339,Sonoma,2021 Q3 Court,622,259,53,114,3,17,345,44,41,34,Sonoma,Jill Ravitch,0,0,NA,NA,0,,187,28.342246,60.962567,9.090909,1.604278
Sonoma_2021 Q4 Court,2340,Sonoma,2021 Q4 Court,445,216,76,153,8,37,276,33,40,36,Sonoma,Jill Ravitch,0,0,NA,NA,0,,274,27.737226,55.839416,13.50365,2.919708
Sonoma_2022 Q1 Court,2341,Sonoma,2022 Q1 Court,499,201,63,129,5,21,322,37,32,33,Sonoma,Jill Ravitch,0,0,NA,0,0,,218,28.899083,59.174312,9.633028,2.293578
Sonoma_2022 Q2 Court,2342,Sonoma,2022 Q2 Court,495,200,77,169,5,23,433,34,45,41,Sonoma,Jill Ravitch,0,0,NA,0,0,,274,28.10219,61.678832,8.394161,1.824818
Sonoma_2022 Q3 Court,2343,Sonoma,2022 Q3 Court,547,205,76,160,4,18,456,59,47,32,Sonoma,Jill Ravitch,0,0,NA,0,1,,258,29.457364,62.015504,6.976744,1.550388
Sonoma_2022 Q4 Court,2344,Sonoma,2022 Q4 Court,480,191,88,133,3,31,397,31,61,35,Sonoma,Jill Ravitch,0,0,NA,0,1,,255,34.509804,52.156863,12.156863,1.176471
Sonoma_2023 Q1 Court,2345,Sonoma,2023 Q1 Court,519,183,52,168,6,22,484,71,65,29,Sonoma,Carla Rodriguez,0,NA,NA,NA,0,,248,20.967742,67.741935,8.870968,2.419355
Sonoma_2023 Q2 Court,2346,Sonoma,2023 Q2 Court,575,173,70,162,3,29,480,80,69,32,,,,,,,,,264,26.515152,61.363636,10.984848,1.136364
Sonoma_2023 Q3 Court,2347,Sonoma,2023 Q3 Court,572,163,70,186,5,12,604,71,66,39,,,,,,,,,273,25.641026,68.131868,4.395604,1.831502
Sonoma_2023 Q4 Court,2348,Sonoma,2023 Q4 Court,533,146,52,168,6,23,503,44,84,39,,,,,,,,,249,20.883534,67.46988,9.236948,2.409639
Sonoma_2024 Q1 Court,2349,Sonoma,2024 Q1 Court,507,134,74,192,7,25,534,31,64,34,,,,,,,,,298,24.832215,64.42953,8.389262,2.348993
Sonoma_2024 Q2 Court,2350,Sonoma,2024 Q2 Court,491,125,70,181,7,29,541,59,72,38,,,,,,,,,287,24.390244,63.066202,10.10453,2.439024
Sonoma_2024 Q3 Court,2351,Sonoma,2024 Q3 Court,561,121,64,153,6,35,550,51,103,41,,,,,,,,,258,24.806202,59.302326,13.565891,2.325581
Sonoma_2024 Q4 Court,2352,Sonoma,2024 Q4 Court,511,129,44,168,3,26,456,56,80,38,,,,,,,,,241,18.257261,69.709544,10.788382,1.244813
Stanislaus_2013 Q1 Court,2353,Stanislaus,2013 Q1 Court,1770,735,219,915,38,147,394,67,133,NA,Stanislaus,Birgit Fladager,0,1,1,1,0,,1319,16.603487,69.370735,11.144807,2.88097
Stanislaus_2013 Q2 Court,2354,Stanislaus,2013 Q2 Court,1866,750,72,934,46,93,465,91,141,NA,Stanislaus,Birgit Fladager,0,1,1,1,0,,1145,6.28821,81.572052,8.122271,4.017467
Stanislaus_2013 Q3 Court,2355,Stanislaus,2013 Q3 Court,1925,759,264,1008,35,169,552,149,132,14,Stanislaus,Birgit Fladager,0,1,1,1,0,,1476,17.886179,68.292683,11.449864,2.371274
Stanislaus_2013 Q4 Court,2356,Stanislaus,2013 Q4 Court,1776,381,176,897,57,96,478,114,92,19,Stanislaus,Birgit Fladager,0,1,1,1,0,,1226,14.355628,73.164763,7.830343,4.649266
Stanislaus_2014 Q1 Court,2357,Stanislaus,2014 Q1 Court,1808,414,184,858,53,109,391,71,115,34,Stanislaus,Birgit Fladager,0,1,1,1,0,,1204,15.282392,71.262458,9.053156,4.401993
Stanislaus_2014 Q2 Court,2358,Stanislaus,2014 Q2 Court,1923,438,196,1017,60,114,438,169,89,52,Stanislaus,Birgit Fladager,0,1,1,1,0,,1387,14.131218,73.32372,8.219178,4.325883
Stanislaus_2014 Q3 Court,2359,Stanislaus,2014 Q3 Court,1900,459,183,910,61,96,404,132,90,56,Stanislaus,Birgit Fladager,0,1,1,1,1,,1250,14.64,72.8,7.68,4.88
Stanislaus_2014 Q4 Court,2360,Stanislaus,2014 Q4 Court,1189,408,141,840,34,27,407,98,96,27,Stanislaus,Birgit Fladager,0,1,1,1,1,,1042,13.53167,80.614203,2.591171,3.262956
Stanislaus_2015 Q1 Court,2361,Stanislaus,2015 Q1 Court,957,279,133,489,9,25,410,87,72,40,Stanislaus,Birgit Fladager,0,1,1,1,0,,656,20.27439,74.542683,3.810976,1.371951
Stanislaus_2015 Q2 Court,2362,Stanislaus,2015 Q2 Court,926,237,123,463,11,37,444,60,74,34,Stanislaus,Birgit Fladager,0,1,1,1,0,,634,19.400631,73.028391,5.835962,1.735016
Stanislaus_2015 Q3 Court,2363,Stanislaus,2015 Q3 Court,1070,268,71,309,24,18,436,46,77,55,Stanislaus,Birgit Fladager,0,1,1,1,0,,422,16.824645,73.222749,4.265403,5.687204
Stanislaus_2015 Q4 Court,2364,Stanislaus,2015 Q4 Court,936,241,136,363,21,14,423,59,76,37,Stanislaus,Birgit Fladager,0,1,1,1,0,,534,25.468165,67.977528,2.621723,3.932584
Stanislaus_2016 Q1 Court,2365,Stanislaus,2016 Q1 Court,972,260,160,499,14,34,344,30,76,4,Stanislaus,Birgit Fladager,0,1,1,1,0,,707,22.630835,70.579915,4.809052,1.980198
Stanislaus_2016 Q2 Court,2366,Stanislaus,2016 Q2 Court,846,242,134,422,28,34,403,47,68,25,Stanislaus,Birgit Fladager,0,1,1,1,0,,618,21.682848,68.28479,5.501618,4.530744
Stanislaus_2016 Q3 Court,2367,Stanislaus,2016 Q3 Court,911,232,186,536,26,41,453,32,15,22,Stanislaus,Birgit Fladager,0,1,1,1,0,,789,23.574144,67.934094,5.196451,3.295311
Stanislaus_2016 Q4 Court,2368,Stanislaus,2016 Q4 Court,744,193,166,502,14,58,311,38,66,34,Stanislaus,Birgit Fladager,0,1,1,1,0,,740,22.432432,67.837838,7.837838,1.891892
Stanislaus_2017 Q1 Court,2369,Stanislaus,2017 Q1 Court,794,222,173,460,460,21,354,33,68,23,Stanislaus,Birgit Fladager,0,1,1,1,0,,1114,15.529623,41.292639,1.885099,41.292639
Stanislaus_2017 Q2 Court,2370,Stanislaus,2017 Q2 Court,760,212,194,445,14,32,334,43,89,40,Stanislaus,Birgit Fladager,0,1,1,1,0,,685,28.321168,64.963504,4.671533,2.043796
Stanislaus_2017 Q3 Court,2371,Stanislaus,2017 Q3 Court,810,189,176,419,24,32,327,36,86,33,Stanislaus,Birgit Fladager,0,1,1,1,0,,651,27.03533,64.362519,4.915515,3.686636
Stanislaus_2017 Q4 Court,2372,Stanislaus,2017 Q4 Court,852,212,175,448,19,22,290,39,91,41,Stanislaus,Birgit Fladager,0,1,1,1,0,,664,26.355422,67.46988,3.313253,2.861446
Stanislaus_2018 Q1 Court,2373,Stanislaus,2018 Q1 Court,1045,198,152,488,21,27,283,37,85,37,Stanislaus,Birgit Fladager,0,1,1,1,0,,688,22.093023,70.930233,3.924419,3.052326
Stanislaus_2018 Q2 Court,2374,Stanislaus,2018 Q2 Court,889,189,106,240,24,36,413,42,102,29,Stanislaus,Birgit Fladager,0,1,1,1,0,,406,26.108374,59.1133,8.866995,5.91133
Stanislaus_2018 Q3 Court,2375,Stanislaus,2018 Q3 Court,923,201,140,251,26,27,438,35,97,28,Stanislaus,Birgit Fladager,0,1,1,1,1,,444,31.531532,56.531532,6.081081,5.855856
Stanislaus_2018 Q4 Court,2376,Stanislaus,2018 Q4 Court,857,149,144,206,17,25,354,36,102,46,Stanislaus,Birgit Fladager,0,1,1,1,1,,392,36.734694,52.55102,6.377551,4.336735
Stanislaus_2019 Q1 Court,2377,Stanislaus,2019 Q1 Court,891,171,191,264,33,39,422,41,137,45,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,527,36.242884,50.094877,7.40038,6.26186
Stanislaus_2019 Q2 Court,2378,Stanislaus,2019 Q2 Court,951,214,233,384,41,53,573,42,169,52,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,711,32.770745,54.008439,7.45429,5.766526
Stanislaus_2019 Q3 Court,2379,Stanislaus,2019 Q3 Court,954,185,137,285,24,31,400,33,131,49,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,477,28.721174,59.748428,6.498952,5.031447
Stanislaus_2019 Q4 Court,2380,Stanislaus,2019 Q4 Court,932,168,150,265,39,21,418,39,121,50,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,475,31.578947,55.789474,4.421053,8.210526
Stanislaus_2020 Q1 Court,2381,Stanislaus,2020 Q1 Court,964,157,108,249,17,6,263,31,108,46,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,380,28.421053,65.526316,1.578947,4.473684
Stanislaus_2020 Q2 Court,2382,Stanislaus,2020 Q2 Court,925,99,45,154,2,1,209,19,94,22,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,202,22.277228,76.237624,0.49505,0.990099
Stanislaus_2020 Q3 Court,2383,Stanislaus,2020 Q3 Court,912,319,98,154,12,2,206,22,141,30,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,266,36.842105,57.894737,0.75188,4.511278
Stanislaus_2020 Q4 Court,2384,Stanislaus,2020 Q4 Court,968,361,92,212,12,4,162,13,98,23,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,320,28.75,66.25,1.25,3.75
Stanislaus_2021 Q1 Court,2385,Stanislaus,2021 Q1 Court,912,333,168,261,22,11,158,8,118,24,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,462,36.363636,56.493506,2.380952,4.761905
Stanislaus_2021 Q2 Court,2386,Stanislaus,2021 Q2 Court,1051,405,178,307,29,16,217,12,95,21,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,530,33.584906,57.924528,3.018868,5.471698
Stanislaus_2021 Q3 Court,2387,Stanislaus,2021 Q3 Court,1048,379,138,370,17,25,304,19,121,21,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,550,25.090909,67.272727,4.545455,3.090909
Stanislaus_2021 Q4 Court,2388,Stanislaus,2021 Q4 Court,1078,290,156,364,17,3,263,15,97,33,Stanislaus,Birgit Fladager,0,0,NA,NA,0,,540,28.888889,67.407407,0.555556,3.148148
Stanislaus_2022 Q1 Court,2389,Stanislaus,2022 Q1 Court,1045,260,151,289,19,3,142,11,115,30,Stanislaus,Birgit Fladager,0,0,NA,0,0,,462,32.683983,62.554113,0.649351,4.112554
Stanislaus_2022 Q2 Court,2390,Stanislaus,2022 Q2 Court,1155,249,192,421,15,2,83,10,110,36,Stanislaus,Birgit Fladager,0,0,NA,0,0,,630,30.47619,66.825397,0.31746,2.380952
Stanislaus_2022 Q3 Court,2391,Stanislaus,2022 Q3 Court,1262,230,157,478,27,24,47,23,156,36,Stanislaus,Birgit Fladager,0,0,NA,0,1,,686,22.886297,69.6793,3.498542,3.93586
Stanislaus_2022 Q4 Court,2392,Stanislaus,2022 Q4 Court,1061,185,141,493,18,19,80,19,115,43,Stanislaus,Birgit Fladager,0,0,NA,0,1,,671,21.013413,73.472429,2.831595,2.682563
Stanislaus_2023 Q1 Court,2393,Stanislaus,2023 Q1 Court,1012,198,186,390,29,4,84,19,150,38,Stanislaus,Jeff Laugero,0,NA,NA,NA,0,,609,30.541872,64.039409,0.656814,4.761905
Stanislaus_2023 Q2 Court,2394,Stanislaus,2023 Q2 Court,1152,200,178,406,37,1,417,23,140,38,,,,,,,,,622,28.617363,65.273312,0.160772,5.948553
Stanislaus_2023 Q3 Court,2395,Stanislaus,2023 Q3 Court,1293,176,207,433,44,29,365,30,150,47,,,,,,,,,713,29.032258,60.729313,4.067321,6.171108
Stanislaus_2023 Q4 Court,2396,Stanislaus,2023 Q4 Court,1204,131,160,393,16,34,308,28,138,32,,,,,,,,,603,26.533997,65.174129,5.638474,2.6534
Stanislaus_2024 Q1 Court,2397,Stanislaus,2024 Q1 Court,1333,196,196,407,28,27,339,25,145,20,,,,,,,,,658,29.787234,61.854103,4.103343,4.255319
Stanislaus_2024 Q2 Court,2398,Stanislaus,2024 Q2 Court,1028,152,197,375,38,19,361,24,141,26,,,,,,,,,629,31.319555,59.618442,3.020668,6.041335
Stanislaus_2024 Q3 Court,2399,Stanislaus,2024 Q3 Court,1174,181,169,381,38,36,342,23,174,30,,,,,,,,,624,27.083333,61.057692,5.769231,6.089744
Stanislaus_2024 Q4 Court,2400,Stanislaus,2024 Q4 Court,1057,159,162,385,22,41,322,24,151,28,,,,,,,,,610,26.557377,63.114754,6.721311,3.606557
Sutter_2013 Q1 Court,2401,Sutter,2013 Q1 Court,354,84,40,93,13,8,25,0,0,NA,,,0,NA,NA,NA,0,,154,25.974026,60.38961,5.194805,8.441558
Sutter_2013 Q2 Court,2402,Sutter,2013 Q2 Court,279,61,49,100,7,12,108,1,1,0,,,0,NA,NA,NA,0,,168,29.166667,59.52381,7.142857,4.166667
Sutter_2013 Q3 Court,2403,Sutter,2013 Q3 Court,311,61,65,157,25,6,113,7,10,8,,,0,NA,NA,NA,0,,253,25.6917,62.055336,2.371542,9.881423
Sutter_2013 Q4 Court,2404,Sutter,2013 Q4 Court,291,60,36,99,5,11,75,0,6,5,,,0,NA,NA,NA,0,,151,23.84106,65.562914,7.284768,3.311258
Sutter_2014 Q1 Court,2405,Sutter,2014 Q1 Court,348,63,41,96,5,9,109,3,11,10,,,0,NA,NA,NA,0,,151,27.152318,63.576159,5.960265,3.311258
Sutter_2014 Q2 Court,2406,Sutter,2014 Q2 Court,303,65,43,173,10,21,93,8,9,14,,,0,NA,NA,NA,0,,247,17.408907,70.040486,8.502024,4.048583
Sutter_2014 Q3 Court,2407,Sutter,2014 Q3 Court,334,85,28,120,9,4,161,11,5,11,,,0,NA,NA,NA,0,,161,17.391304,74.534161,2.484472,5.590062
Sutter_2014 Q4 Court,2408,Sutter,2014 Q4 Court,262,53,28,95,12,9,121,13,4,5,,,0,NA,NA,NA,0,,144,19.444444,65.972222,6.25,8.333333
Sutter_2015 Q1 Court,2409,Sutter,2015 Q1 Court,229,46,33,84,2,8,142,9,14,4,,,0,NA,NA,NA,0,,127,25.984252,66.141732,6.299213,1.574803
Sutter_2015 Q2 Court,2410,Sutter,2015 Q2 Court,262,34,37,77,4,8,113,17,15,13,,,0,NA,NA,NA,0,,126,29.365079,61.111111,6.349206,3.174603
Sutter_2015 Q3 Court,2411,Sutter,2015 Q3 Court,241,NA,NA,NA,NA,NA,104,12,20,13,,,0,NA,NA,NA,0,,,,,,
Sutter_2015 Q4 Court,2412,Sutter,2015 Q4 Court,214,NA,NA,NA,NA,NA,103,11,15,14,,,0,NA,NA,NA,0,,,,,,
Sutter_2016 Q1 Court,2413,Sutter,2016 Q1 Court,223,NA,NA,NA,NA,NA,73,12,17,13,,,0,NA,NA,NA,0,,,,,,
Sutter_2016 Q2 Court,2414,Sutter,2016 Q2 Court,172,NA,NA,NA,NA,NA,56,14,5,9,,,0,NA,NA,NA,0,,,,,,
Sutter_2016 Q3 Court,2415,Sutter,2016 Q3 Court,289,NA,NA,NA,NA,NA,30,9,17,9,,,0,NA,NA,NA,0,,,,,,
Sutter_2016 Q4 Court,2416,Sutter,2016 Q4 Court,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,NA,NA,NA,0,,,,,,
Sutter_2017 Q1 Court,2417,Sutter,2017 Q1 Court,236,2,44,NA,1,3,24,17,19,15,,,0,NA,NA,NA,0,,,,,,
Sutter_2017 Q2 Court,2418,Sutter,2017 Q2 Court,297,57,35,NA,4,10,89,16,29,8,,,0,NA,NA,NA,0,,,,,,
Sutter_2017 Q3 Court,2419,Sutter,2017 Q3 Court,276,66,32,NA,3,8,99,18,25,9,,,0,NA,NA,NA,0,,,,,,
Sutter_2017 Q4 Court,2420,Sutter,2017 Q4 Court,260,32,40,NA,10,5,112,28,24,10,,,0,NA,NA,NA,0,,,,,,
Sutter_2018 Q1 Court,2421,Sutter,2018 Q1 Court,225,39,24,101,1,5,128,8,28,8,,,0,NA,NA,NA,0,,131,18.320611,77.099237,3.816794,0.763359
Sutter_2018 Q2 Court,2422,Sutter,2018 Q2 Court,218,40,43,75,2,4,127,13,30,12,,,0,NA,NA,NA,0,,124,34.677419,60.483871,3.225806,1.612903
Sutter_2018 Q3 Court,2423,Sutter,2018 Q3 Court,217,59,35,78,4,5,152,10,25,8,,,0,NA,NA,NA,0,,122,28.688525,63.934426,4.098361,3.278689
Sutter_2018 Q4 Court,2424,Sutter,2018 Q4 Court,213,58,25,98,3,2,95,20,23,15,,,0,NA,NA,NA,0,,128,19.53125,76.5625,1.5625,2.34375
Sutter_2019 Q1 Court,2425,Sutter,2019 Q1 Court,237,57,35,75,2,13,91,11,15,12,,,0,NA,NA,NA,0,,125,28.0,60.0,10.4,1.6
Sutter_2019 Q2 Court,2426,Sutter,2019 Q2 Court,239,61,36,91,2,6,97,18,18,18,,,0,NA,NA,NA,0,,135,26.666667,67.407407,4.444444,1.481481
Sutter_2019 Q3 Court,2427,Sutter,2019 Q3 Court,299,68,56,87,2,3,66,6,17,22,,,0,NA,NA,NA,0,,148,37.837838,58.783784,2.027027,1.351351
Sutter_2019 Q4 Court,2428,Sutter,2019 Q4 Court,276,61,32,83,3,11,78,2,25,11,,,0,NA,NA,NA,0,,129,24.806202,64.341085,8.527132,2.325581
Sutter_2020 Q1 Court,2429,Sutter,2020 Q1 Court,224,56,36,96,1,4,86,11,13,19,,,0,NA,NA,NA,0,,137,26.277372,70.072993,2.919708,0.729927
Sutter_2020 Q2 Court,2430,Sutter,2020 Q2 Court,215,51,18,53,2,1,70,2,6,0,,,0,NA,NA,NA,0,,74,24.324324,71.621622,1.351351,2.702703
Sutter_2020 Q3 Court,2431,Sutter,2020 Q3 Court,288,123,25,48,0,0,95,1,13,4,,,0,NA,NA,NA,0,,73,34.246575,65.753425,0.0,0.0
Sutter_2020 Q4 Court,2432,Sutter,2020 Q4 Court,297,105,14,49,0,7,75,0,19,5,,,0,NA,NA,NA,0,,70,20.0,70.0,10.0,0.0
